Omega RDXL6SD Serial No. 002543 - Logged Data,,,,,,,,,,,
Date:,30-06-17,,,,,,,,,,
Time:,Sample No.,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Cold Junction 1,Cold Junction 2,Cold Junction 3,Cold Junction 4
9:17:52,0,79.9,79.5,79.7,79.2,1562,1562,82.4,83.5,84.3,86
9:17:53,1,79.9,79.6,79.7,79.2,1562,1562,82.4,83.5,84.3,85.9
9:17:54,2,79.9,79.6,79.7,79.2,1562,1562,82.4,83.4,84.3,86.1
9:17:55,3,80,79.6,79.7,79.2,1562,1562,82.4,83.5,84.3,86
9:17:56,4,80,79.6,79.7,79.2,1562,1562,82.4,83.5,84.3,86
9:17:57,5,80,79.6,79.7,79.2,1562,1562,82.3,83.5,84.3,86.1
9:17:58,6,80,79.6,79.8,79.2,1562,1562,82.5,83.5,84.3,86.1
9:17:59,7,80,79.7,79.7,79.3,1562,1562,82.4,83.6,84.4,86
9:18:00,8,80,79.7,79.7,79.2,1562,1562,82.5,83.5,84.3,86
9:18:01,9,80,79.6,79.8,79.2,1562,1562,82.4,83.5,84.3,86
9:18:02,10,80,79.6,79.7,79.2,1562,1562,82.4,83.5,84.3,86
9:18:03,11,80,79.8,79.8,79.2,1562,1562,82.4,83.6,84.3,86
9:18:04,12,80,79.7,79.8,79.1,1562,1562,82.4,83.5,84.3,86
9:18:05,13,80,79.6,79.7,79.1,1562,1562,82.4,83.5,84.3,86
9:18:06,14,80,79.7,79.7,79.2,1562,1562,82.4,83.5,84.3,86
9:18:07,15,80,79.7,79.7,79.1,1562,1562,82.4,83.5,84.3,86
9:18:08,16,80,79.6,79.8,79.2,1562,1562,82.4,83.4,84.3,86.1
9:18:09,17,80,79.8,79.8,79.1,1562,1562,82.4,83.6,84.4,86.1
9:18:10,18,79.9,79.6,79.8,79.1,1562,1562,82.4,83.5,84.3,86.1
9:18:11,19,79.9,79.6,79.8,79.2,1562,1562,82.5,83.5,84.3,86.1
9:18:12,20,80.1,79.6,79.8,79.2,1562,1562,82.5,83.5,84.3,86.1
9:18:13,21,80.1,79.6,79.7,79.2,1562,1562,82.4,83.5,84.3,86
9:18:14,22,80,79.6,79.8,79.2,1562,1562,82.4,83.5,84.3,86.1
9:18:15,23,79.9,79.6,79.8,79.2,1562,1562,82.4,83.6,84.3,86
9:18:16,24,79.8,79.6,79.8,79.2,1562,1562,82.5,83.5,84.3,86.1
9:18:17,25,79.9,79.6,79.9,79.3,1562,1562,82.4,83.6,84.4,86.1
9:18:18,26,80,79.6,79.9,79.2,1562,1562,82.5,83.5,84.3,86.1
9:18:19,27,79.9,79.6,79.9,79.3,1562,1562,82.5,83.5,84.3,86.1
9:18:20,28,79.8,79.5,79.9,79.2,1562,1562,82.4,83.6,84.3,86
9:18:21,29,80,79.6,79.9,79.3,1562,1562,82.4,83.5,84.3,86.1
9:18:22,30,80,79.5,79.8,79.2,1562,1562,82.5,83.5,84.3,86.1
9:18:23,31,79.9,79.4,79.9,79.2,1562,1562,82.4,83.6,84.3,86
9:18:24,32,80,79.4,79.9,79.2,1562,1562,82.4,83.5,84.3,86.1
9:18:25,33,79.9,79.4,79.9,79.2,1562,1562,82.4,83.6,84.3,86
9:18:26,34,79.9,79.4,79.9,79.2,1562,1562,82.5,83.5,84.3,86
9:18:27,35,79.9,79.4,79.9,79.2,1562,1562,82.4,83.5,84.3,86
9:18:28,36,79.9,79.4,79.9,79.1,1562,1562,82.4,83.5,84.3,86
9:18:29,37,79.9,79.4,79.9,79.1,1562,1562,82.4,83.5,84.3,86
9:18:30,38,79.9,79.4,79.9,79.2,1562,1562,82.4,83.5,84.3,86
9:18:31,39,79.9,79.4,79.9,79.3,1562,1562,82.5,83.5,84.3,86.1
9:18:32,40,80,79.5,79.9,79.2,1562,1562,82.5,83.5,84.3,86.1
9:18:33,41,79.9,79.5,79.9,79.1,1562,1562,82.4,83.6,84.3,86.1
9:18:34,42,80,79.4,79.9,79.2,1562,1562,82.5,83.5,84.3,86
9:18:35,43,80,79.5,80,79.2,1562,1562,82.4,83.6,84.4,86.1
9:18:36,44,79.9,79.5,79.9,79.1,1562,1562,82.4,83.6,84.3,86
9:18:37,45,80.1,79.5,79.9,79.1,1562,1562,82.4,83.5,84.3,86
9:18:38,46,80.1,79.5,79.9,79,1562,1562,82.5,83.5,84.3,86.1
9:18:39,47,79.9,79.5,80,79,1562,1562,82.4,83.6,84.4,86.1
9:18:40,48,79.9,79.4,79.8,79.1,1562,1562,82.4,83.5,84.3,86
9:18:41,49,80.1,79.4,80,79,1562,1562,82.4,83.6,84.4,86.1
9:18:42,50,80.1,79.5,79.9,79,1562,1562,82.5,83.5,84.3,86.1
9:18:43,51,80.1,79.4,79.9,79.1,1562,1562,82.5,83.5,84.3,86.1
9:18:44,52,80,79.4,79.9,79,1562,1562,82.4,83.6,84.4,86.1
9:18:45,53,80,79.5,80,79.1,1562,1562,82.4,83.6,84.4,86.1
9:18:46,54,80.1,79.5,79.9,79,1562,1562,82.5,83.6,84.3,86
9:18:47,55,80.1,79.5,79.9,79.1,1562,1562,82.4,83.6,84.4,86.1
9:18:48,56,80,79.4,79.9,79,1562,1562,82.4,83.6,84.4,86.1
9:18:49,57,80,79.4,79.9,79.1,1562,1562,82.5,83.5,84.3,86.1
9:18:50,58,79.8,79.4,79.9,79,1562,1562,82.4,83.5,84.3,86.1
9:18:51,59,79.8,79.5,80,79,1562,1562,82.4,83.6,84.4,86.1
9:18:52,60,79.8,79.5,79.9,79.1,1562,1562,82.4,83.5,84.3,86.1
9:18:53,61,80,79.5,80,79.1,1562,1562,82.4,83.6,84.4,86.1
9:18:54,62,80,79.6,80,79,1562,1562,82.4,83.5,84.3,86
9:18:55,63,80,79.7,80,79.1,1562,1562,82.4,83.6,84.4,86.1
9:18:56,64,79.8,79.7,80,79,1562,1562,82.5,83.6,84.4,86.1
9:18:57,65,79.9,79.5,79.9,79.1,1562,1562,82.5,83.5,84.3,86.1
9:18:58,66,79.9,79.7,80,79.2,1562,1562,82.5,83.6,84.4,86.1
9:18:59,67,80,79.7,79.8,79.1,1562,1562,82.5,83.6,84.4,86.1
9:19:00,68,79.8,79.7,79.9,79.1,1562,1562,82.4,83.5,84.3,86.1
9:19:01,69,79.9,79.8,79.9,79.1,1562,1562,82.4,83.6,84.4,86.1
9:19:02,70,79.7,79.8,79.9,79.1,1562,1562,82.4,83.5,84.3,86.1
9:19:03,71,79.7,79.8,79.8,79.1,1562,1562,82.4,83.6,84.4,86.1
9:19:04,72,79.7,79.7,79.7,79.1,1562,1562,82.4,83.5,84.3,86.1
9:19:05,73,79.7,79.8,79.8,79.1,1562,1562,82.5,83.6,84.4,86.1
9:19:06,74,79.7,79.7,79.7,79.1,1562,1562,82.4,83.5,84.3,86.1
9:19:07,75,79.7,79.8,79.8,79.1,1562,1562,82.4,83.6,84.4,86.1
9:19:08,76,79.8,79.8,79.7,79.1,1562,1562,82.4,83.6,84.4,86.1
9:19:09,77,79.7,79.8,79.8,79.2,1562,1562,82.4,83.5,84.3,86.1
9:19:10,78,79.7,79.7,79.8,79.1,1562,1562,82.4,83.6,84.3,86
9:19:11,79,79.7,79.8,79.8,79.2,1562,1562,82.4,83.6,84.4,86.1
9:19:12,80,79.7,79.8,79.8,79.2,1562,1562,82.4,83.6,84.4,86.1
9:19:13,81,79.8,79.8,79.7,79.1,1562,1562,82.5,83.6,84.4,86.1
9:19:14,82,79.7,79.7,79.7,79.2,1562,1562,82.4,83.6,84.4,86.1
9:19:15,83,79.8,79.7,79.8,79.2,1562,1562,82.4,83.5,84.3,86.1
9:19:16,84,79.9,79.6,79.8,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:17,85,80,79.7,79.8,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:18,86,79.9,79.7,79.8,79.2,1562,1562,82.5,83.6,84.4,86.2
9:19:19,87,80,79.6,79.7,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:20,88,80,79.7,79.7,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:21,89,80.1,79.7,79.7,79.2,1562,1562,82.4,83.6,84.4,86.2
9:19:22,90,80,79.7,79.6,79.2,1562,1562,82.5,83.5,84.3,86.1
9:19:23,91,80.2,79.7,79.6,79.2,1562,1562,82.5,83.6,84.4,86.2
9:19:24,92,80.1,79.7,79.6,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:25,93,80.2,79.7,79.6,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:26,94,80.1,79.7,79.6,79.2,1562,1562,82.4,83.6,84.4,86.1
9:19:27,95,80.1,79.6,79.6,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:28,96,80.2,79.7,79.6,79.2,1562,1562,82.5,83.5,84.3,86.1
9:19:29,97,80.3,79.7,79.6,79.2,1562,1562,82.5,83.8,84.4,86.1
9:19:30,98,80.3,79.6,79.6,79.1,1562,1562,82.5,83.6,84.4,86.2
9:19:31,99,80.3,79.6,79.5,79.2,1562,1562,82.5,83.6,84.4,86.2
9:19:32,100,80.1,79.6,79.5,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:33,101,80.1,79.6,79.6,79.2,1562,1562,82.5,83.6,84.4,86.2
9:19:34,102,80.2,79.6,79.6,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:35,103,80.3,79.6,79.6,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:36,104,80.2,79.6,79.7,79.2,1562,1562,82.4,83.8,84.4,86.1
9:19:37,105,80.2,79.6,79.7,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:38,106,80.3,79.5,79.6,79.2,1562,1562,82.5,83.6,84.4,86.2
9:19:39,107,80.2,79.4,79.7,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:40,108,80.3,79.5,79.7,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:41,109,80.3,79.5,79.6,79.3,1562,1562,82.5,83.5,84.3,86.1
9:19:42,110,80.3,79.5,79.7,79.2,1562,1562,82.5,83.8,84.4,86.1
9:19:43,111,80.4,79.5,79.6,79.2,1562,1562,82.5,83.6,84.4,86.1
9:19:44,112,80.5,79.5,79.7,79.2,1562,1562,82.5,83.8,84.4,86.1
9:19:45,113,80.5,79.5,79.7,79.4,1562,1562,82.5,83.6,84.4,86.2
9:19:46,114,80.4,79.4,79.7,79.3,1562,1562,82.4,83.5,84.3,86.2
9:19:47,115,80.6,79.5,79.8,79.3,1562,1562,82.6,83.6,84.4,86.2
9:19:48,116,80.4,79.5,79.8,79.3,1562,1562,82.5,83.6,84.4,86.1
9:19:49,117,80.6,79.5,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:19:50,118,80.6,79.4,79.8,79.3,1562,1562,82.5,83.6,84.4,86.2
9:19:51,119,80.6,79.6,79.8,79.3,1562,1562,82.5,83.8,84.4,86.2
9:19:52,120,80.6,79.4,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:19:53,121,80.5,79.3,79.8,79.4,1562,1562,82.4,83.6,84.4,86.2
9:19:54,122,80.6,79.5,79.9,79.3,1562,1562,82.5,83.6,84.4,86.2
9:19:55,123,80.6,79.5,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:19:56,124,80.6,79.6,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:19:57,125,80.4,79.5,79.9,79.4,1562,1562,82.4,83.6,84.4,86.2
9:19:58,126,80.5,79.5,79.8,79.4,1562,1562,82.4,83.6,84.4,86.1
9:19:59,127,80.5,79.5,79.9,79.4,1562,1562,82.5,83.8,84.4,86.2
9:20:00,128,80.5,79.5,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:20:01,129,80.4,79.5,79.8,79.5,1562,1562,82.5,83.6,84.4,86.2
9:20:02,130,80.3,79.6,79.8,79.4,1562,1562,82.4,83.6,84.5,86.3
9:20:03,131,80.4,79.6,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:20:04,132,80.3,79.5,79.8,79.4,1562,1562,82.4,83.6,84.4,86.2
9:20:05,133,80.4,79.7,79.9,79.4,1562,1562,82.5,83.8,84.5,86.2
9:20:06,134,80.3,79.6,79.8,79.5,1562,1562,82.5,83.6,84.4,86.3
9:20:07,135,80.4,79.6,79.9,79.5,1562,1562,82.5,83.6,84.4,86.2
9:20:08,136,80.3,79.6,79.9,79.4,1562,1562,82.5,83.8,84.5,86.2
9:20:09,137,80.4,79.6,79.8,79.4,1562,1562,82.5,83.8,84.5,86.2
9:20:10,138,80.4,79.7,79.8,79.4,1562,1562,82.5,83.6,84.4,86.2
9:20:11,139,80.4,79.7,79.9,79.5,1562,1562,82.5,83.6,84.4,86.2
9:20:12,140,80.4,79.7,79.9,79.4,1562,1562,82.5,83.8,84.5,86.2
