Omega RDXL6SD Serial No. 002588 - Logged Data,,,,,,,,,,,
Date:,30-06-17,,,,,,,,,,
Time:,Sample No.,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Cold Junction 1,Cold Junction 2,Cold Junction 3,Cold Junction 4
10:27:55,0,82.6,82.1,81.2,81.1,1562,1562,83.8,84.8,85.4,87.1
10:27:56,1,82.6,82.1,81.2,81.1,1562,1562,83.8,84.8,85.4,87.1
10:27:57,2,82.7,82.1,81.1,81.1,1562,1562,83.6,84.7,85.4,87.1
10:27:58,3,82.7,82,81.2,81,1562,1562,83.8,84.8,85.4,87
10:27:59,4,82.7,82,81.1,81,1562,1562,83.9,84.8,85.4,87.1
10:28:00,5,82.6,81.9,81.2,81.1,1562,1562,83.8,84.8,85.4,87.1
10:28:01,6,82.8,82,81.1,81,1562,1562,83.8,84.8,85.4,87.1
10:28:02,7,82.6,81.9,81.1,81.1,1562,1562,83.6,84.8,85.4,87.1
10:28:03,8,82.8,81.9,81.1,81,1562,1562,83.8,84.7,85.4,87.1
10:28:04,9,82.8,81.9,81.1,81.1,1562,1562,83.8,84.8,85.4,87.1
10:28:05,10,82.8,81.9,81.1,81.1,1562,1562,83.8,84.8,85.4,87.1
10:28:06,11,82.8,81.8,81.1,81.1,1562,1562,83.8,84.8,85.4,87.1
10:28:07,12,82.8,81.9,81.1,81,1562,1562,83.8,84.8,85.4,87.1
10:28:08,13,82.8,81.9,81.1,81,1562,1562,83.8,84.8,85.4,87.1
10:28:09,14,82.7,81.9,81.1,80.9,1562,1562,83.8,84.8,85.4,87.1
10:28:10,15,82.7,82,81.1,80.8,1562,1562,83.8,84.8,85.4,87.1
10:28:11,16,82.8,81.9,81.1,80.8,1562,1562,83.8,84.8,85.4,87.1
10:28:12,17,82.8,81.9,81.1,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:13,18,82.8,81.9,81.1,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:14,19,82.8,82,81,80.7,1562,1562,83.6,84.8,85.4,87.1
10:28:15,20,82.8,81.9,81,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:16,21,82.6,81.9,80.9,80.7,1562,1562,83.8,84.7,85.4,87.1
10:28:17,22,82.7,81.9,81,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:18,23,82.7,82,81,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:19,24,82.7,82,81,80.7,1562,1562,83.6,84.9,85.5,87.2
10:28:20,25,82.6,82,81,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:21,26,82.7,82.1,80.9,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:22,27,82.7,82.1,80.9,80.7,1562,1562,83.8,84.9,85.4,87.1
10:28:23,28,82.8,82,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:24,29,82.7,82,80.9,80.8,1562,1562,83.6,84.7,85.4,87.1
10:28:25,30,82.6,82,81,80.9,1562,1562,83.6,84.9,85.4,87.1
10:28:26,31,82.7,82,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:27,32,82.6,82,81,80.8,1562,1562,83.8,84.8,85.4,87.1
10:28:28,33,82.8,82.1,80.9,80.6,1562,1562,83.8,84.8,85.4,87
10:28:29,34,82.8,82,80.8,80.7,1562,1562,83.6,84.8,85.4,87.1
10:28:30,35,82.8,81.9,80.9,80.6,1562,1562,83.6,84.8,85.4,87.1
10:28:31,36,82.8,81.8,80.8,80.6,1562,1562,83.8,84.8,85.4,87.1
10:28:32,37,82.6,81.9,80.8,80.5,1562,1562,83.6,84.8,85.4,87
10:28:33,38,82.7,81.9,80.9,80.6,1562,1562,83.8,84.8,85.4,87.1
10:28:34,39,82.8,81.8,80.9,80.7,1562,1562,83.6,84.8,85.4,87.1
10:28:35,40,82.6,81.9,80.8,80.7,1562,1562,83.6,84.8,85.4,87.1
10:28:36,41,82.7,81.9,80.8,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:37,42,82.7,81.8,80.8,80.6,1562,1562,83.8,84.8,85.4,87.1
10:28:38,43,82.6,81.8,80.8,80.7,1562,1562,83.6,84.8,85.4,87.1
10:28:39,44,82.6,81.7,80.8,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:40,45,82.7,81.8,80.8,80.7,1562,1562,83.6,84.7,85.3,87
10:28:41,46,82.6,81.9,80.9,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:42,47,82.7,81.9,80.8,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:43,48,82.8,81.9,80.9,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:44,49,82.6,82,80.9,80.7,1562,1562,83.6,84.8,85.4,87.1
10:28:45,50,82.7,81.8,80.9,80.7,1562,1562,83.8,84.8,85.4,87.1
10:28:46,51,82.6,81.8,81,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:47,52,82.7,81.7,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:48,53,82.7,81.8,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:49,54,82.8,81.8,80.8,80.7,1562,1562,83.6,84.7,85.3,87.1
10:28:50,55,82.8,81.8,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:51,56,82.7,81.8,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:52,57,82.8,81.8,81,80.8,1562,1562,83.8,84.8,85.4,87.1
10:28:53,58,82.7,81.8,81,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:54,59,82.7,81.8,81,80.8,1562,1562,83.8,84.8,85.4,87.1
10:28:55,60,82.8,81.8,81,80.7,1562,1562,83.6,84.8,85.4,87
10:28:56,61,82.7,81.8,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:28:57,62,82.7,81.8,81,80.8,1562,1562,83.6,84.8,85.4,87
10:28:58,63,82.8,81.8,80.9,80.9,1562,1562,83.8,84.8,85.4,87.1
10:28:59,64,82.7,81.9,81,80.9,1562,1562,83.6,84.8,85.4,87.1
10:29:00,65,82.8,81.9,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:29:01,66,82.7,81.8,80.9,80.8,1562,1562,83.6,84.8,85.4,87.1
10:29:02,67,82.8,81.8,80.9,80.9,1562,1562,83.8,84.8,85.4,87.1
