Omega RDXL6SD Serial No. 002543 - Logged Data,,,,,,,,,,,
Date:,30-06-17,,,,,,,,,,
Time:,Sample No.,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Cold Junction 1,Cold Junction 2,Cold Junction 3,Cold Junction 4
10:28:01,0,76.6,78,81.9,81.4,1562,1562,83.4,84.5,85.3,86.9
10:28:02,1,77,78,81.9,81.4,1562,1562,83.4,84.4,85.2,86.9
10:28:03,2,77.1,78,81.8,81.5,1562,1562,83.4,84.4,85.2,86.8
10:28:04,3,77.2,78.2,81.8,81.4,1562,1562,83.3,84.4,85.2,86.8
10:28:05,4,77.3,78.3,81.8,81.4,1562,1562,83.4,84.4,85.2,86.8
10:28:06,5,77.2,78.4,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:28:07,6,77.4,78.4,81.9,81.5,1562,1562,83.4,84.4,85.2,86.9
10:28:08,7,77.4,78.4,81.8,81.4,1562,1562,83.4,84.5,85.3,86.9
10:28:09,8,77.5,78.3,81.8,81.5,1562,1562,83.4,84.4,85.2,86.8
10:28:10,9,77.5,78.1,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:11,10,77.5,78.1,81.8,81.6,1562,1562,83.4,84.5,85.2,86.9
10:28:12,11,77.5,78.3,81.9,81.5,1562,1562,83.3,84.5,85.3,86.9
10:28:13,12,77.3,78.1,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:28:14,13,77.5,78.2,81.8,81.5,1562,1562,83.4,84.5,85.3,87
10:28:15,14,77.4,78.2,81.8,81.4,1562,1562,83.4,84.5,85.2,86.9
10:28:16,15,77.2,78,81.8,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:17,16,77.3,78,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:28:18,17,77.2,78.1,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:19,18,77.1,77.9,81.9,81.4,1562,1562,83.4,84.5,85.3,86.9
10:28:20,19,77.2,78,81.9,81.6,1562,1562,83.4,84.4,85.2,87
10:28:21,20,77.3,77.9,81.9,81.4,1562,1562,83.4,84.4,85.2,86.9
10:28:22,21,77.4,77.8,81.9,81.5,1562,1562,83.4,84.4,85.2,87
10:28:23,22,77.4,77.8,81.9,81.5,1562,1562,83.4,84.4,85.2,86.8
10:28:24,23,77.5,77.8,81.9,81.5,1562,1562,83.4,84.4,85.2,86.8
10:28:25,24,77.6,77.8,81.8,81.5,1562,1562,83.4,84.4,85.2,86.9
10:28:26,25,77.5,77.9,81.8,81.5,1562,1562,83.4,84.4,85.2,86.9
10:28:27,26,77.6,78,81.9,81.5,1562,1562,83.4,84.7,85.3,86.9
10:28:28,27,77.5,78,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:28:29,28,77.5,78,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:30,29,77.6,77.9,81.8,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:31,30,77.5,77.9,81.8,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:32,31,77.4,78.1,81.8,81.5,1562,1562,83.4,84.4,85.2,86.9
10:28:33,32,77.4,78.2,81.9,81.6,1562,1562,83.5,84.5,85.2,86.9
10:28:34,33,77.3,78.2,81.8,81.5,1562,1562,83.3,84.5,85.3,86.9
10:28:35,34,77.6,78.6,81.8,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:36,35,77.7,78.5,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:37,36,77.7,78.4,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:28:38,37,77.8,78.3,81.8,81.5,1562,1562,83.4,84.4,85.2,87
10:28:39,38,77.9,78.2,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:40,39,78,78.3,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:41,40,77.9,78.2,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:42,41,77.9,78.3,81.8,81.6,1562,1562,83.3,84.4,85.2,86.8
10:28:43,42,77.8,78.3,81.9,81.6,1562,1562,83.3,84.5,85.2,86.8
10:28:44,43,77.8,78.1,81.8,81.5,1562,1562,83.4,84.4,85.2,86.8
10:28:45,44,77.8,78,81.9,81.6,1562,1562,83.3,84.4,85.2,86.9
10:28:46,45,77.6,78,81.8,81.6,1562,1562,83.3,84.5,85.2,86.9
10:28:47,46,77.7,78.1,81.8,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:48,47,77.4,78.1,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:49,48,77.4,77.9,81.8,81.5,1562,1562,83.4,84.4,85.2,86.8
10:28:50,49,77.3,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:51,50,77.2,77.9,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:52,51,77,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:53,52,77,77.8,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:28:54,53,77.1,77.7,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:28:55,54,77,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:56,55,77,77.9,81.8,81.5,1562,1562,83.3,84.4,85.2,86.8
10:28:57,56,77,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:28:58,57,76.9,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:28:59,58,77,77.9,81.9,81.6,1562,1562,83.4,84.5,85.2,86.8
10:29:00,59,77,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:29:01,60,76.8,77.8,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:29:02,61,76.9,77.8,81.8,81.6,1562,1562,83.3,84.4,85.2,86.9
10:29:03,62,76.9,77.8,81.9,81.6,1562,1562,83.3,84.4,85.2,86.8
10:29:04,63,76.9,78,82,81.6,1562,1562,83.4,84.5,85.2,86.9
10:29:05,64,77,77.8,82,81.6,1562,1562,83.3,84.5,85.2,86.9
10:29:06,65,77,77.6,81.9,81.6,1562,1562,83.4,84.4,85.2,86.8
10:29:07,66,76.9,77.6,81.8,81.6,1562,1562,83.4,84.5,85.3,86.9
10:29:08,67,76.9,77.6,81.9,81.5,1562,1562,83.4,84.4,85.2,86.9
10:29:09,68,76.7,77.6,81.8,81.6,1562,1562,83.3,84.5,85.2,86.8
10:29:10,69,76.7,77.6,81.8,81.6,1562,1562,83.4,84.4,85.2,86.9
10:29:11,70,76.7,77.8,81.9,81.6,1562,1562,83.3,84.5,85.2,86.9
10:29:12,71,76.7,77.7,81.9,81.5,1562,1562,83.3,84.4,85.2,86.9
10:29:13,72,76.7,77.8,81.9,81.5,1562,1562,83.3,84.4,85.2,86.8
10:29:14,73,76.7,77.7,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:15,74,76.9,77.7,81.9,81.6,1562,1562,83.4,84.4,85.2,86.9
10:29:16,75,76.7,77.8,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:29:17,76,76.8,77.6,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:29:18,77,76.7,77.7,81.9,81.6,1562,1562,83.3,84.5,85.2,86.9
10:29:19,78,76.8,77.7,81.9,81.4,1562,1562,83.4,84.5,85.2,86.9
10:29:20,79,76.7,77.7,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:29:21,80,76.7,77.7,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:29:22,81,76.7,77.6,81.9,81.5,1562,1562,83.3,84.4,85.2,86.9
10:29:23,82,76.7,77.6,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:29:24,83,76.8,77.5,81.8,81.6,1562,1562,83.3,84.4,85.2,87
10:29:25,84,76.7,77.7,81.8,81.5,1562,1562,83.3,84.5,85.2,86.8
10:29:26,85,76.9,77.7,81.9,81.4,1562,1562,83.3,84.5,85.2,86.9
10:29:27,86,76.9,77.6,81.8,81.5,1562,1562,83.4,84.4,85.2,86.8
10:29:28,87,76.9,77.6,81.8,81.5,1562,1562,83.3,84.4,85.2,86.8
10:29:29,88,76.9,77.6,81.8,81.5,1562,1562,83.3,84.4,85.2,87
10:29:30,89,77,77.7,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:29:31,90,77.2,77.8,81.9,81.5,1562,1562,83.4,84.4,85.2,86.8
10:29:32,91,77.1,77.8,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:33,92,77.2,77.8,81.8,81.5,1562,1562,83.3,84.4,85.2,86.8
10:29:34,93,77.3,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.8
10:29:35,94,77.4,77.6,81.9,81.6,1562,1562,83.3,84.4,85.2,86.9
10:29:36,95,77.5,77.7,81.9,81.6,1562,1562,83.3,84.4,85.2,86.9
10:29:37,96,77.4,77.5,81.8,81.5,1562,1562,83.4,84.4,85.2,86.9
10:29:38,97,77.4,77.6,81.9,81.5,1562,1562,83.3,84.4,85.1,86.8
10:29:39,98,77.4,77.7,81.9,81.5,1562,1562,83.4,84.4,85.2,86.9
10:29:40,99,77.4,77.8,81.9,81.5,1562,1562,83.3,84.4,85.2,86.8
10:29:41,100,77.3,77.7,81.9,81.5,1562,1562,83.3,84.4,85.2,86.8
10:29:42,101,77.2,77.7,81.9,81.5,1562,1562,83.3,84.5,85.2,86.8
10:29:43,102,77.4,77.7,81.9,81.5,1562,1562,83.3,84.4,85.2,86.9
10:29:44,103,77.3,77.6,81.9,81.5,1562,1562,83.3,84.4,85.1,86.8
10:29:45,104,77.3,77.7,81.9,81.6,1562,1562,83.3,84.5,85.2,86.9
10:29:46,105,77.4,77.7,81.9,81.5,1562,1562,83.3,84.4,85.1,86.8
10:29:47,106,77.4,77.6,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:48,107,77.3,77.6,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:49,108,77.3,77.6,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:29:50,109,77.4,77.5,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:51,110,77.3,77.6,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:52,111,77.3,77.5,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:53,112,77.2,77.4,81.9,81.6,1562,1562,83.4,84.4,85.2,86.9
10:29:54,113,77.3,77.6,81.8,81.5,1562,1562,83.4,84.4,85.2,86.8
10:29:55,114,77.2,77.6,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:56,115,77.2,77.6,81.8,81.6,1562,1562,83.3,84.4,85.2,86.9
10:29:57,116,77.2,77.7,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:29:58,117,77.2,77.6,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:29:59,118,77.2,77.7,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:00,119,77.4,77.6,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:30:01,120,77.3,77.8,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:02,121,77.1,77.6,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:03,122,77.1,77.8,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:04,123,77.2,77.7,81.7,81.4,1562,1562,83.4,84.4,85.2,86.8
10:30:05,124,76.9,77.8,81.7,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:06,125,77,77.9,81.9,81.6,1562,1562,83.3,84.4,85.2,86.9
10:30:07,126,76.8,77.6,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:08,127,76.7,77.7,81.8,81.6,1562,1562,83.3,84.5,85.2,86.9
10:30:09,128,76.8,77.6,81.8,81.5,1562,1562,83.3,84.5,85.2,86.8
10:30:10,129,76.8,77.6,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:11,130,76.8,77.8,81.8,81.5,1562,1562,83.3,84.5,85.2,86.8
10:30:12,131,76.8,77.9,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:13,132,76.8,77.8,81.9,81.5,1562,1562,83.3,84.4,85.2,87
10:30:14,133,76.9,77.9,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:15,134,76.8,77.9,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:16,135,76.8,77.8,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:17,136,76.9,77.8,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:30:18,137,76.9,77.6,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:30:19,138,76.9,77.7,81.9,81.4,1562,1562,83.3,84.5,85.3,87
10:30:20,139,76.8,77.7,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:21,140,76.8,77.7,81.8,81.4,1562,1562,83.3,84.4,85.2,86.8
10:30:22,141,76.8,77.5,81.7,81.5,1562,1562,83.3,84.4,85.2,86.9
10:30:23,142,76.8,77.6,81.8,81.5,1562,1562,83.4,84.4,85.2,86.9
10:30:24,143,76.8,77.7,81.8,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:25,144,76.9,77.7,81.8,81.5,1562,1562,83.3,84.5,85.3,87
10:30:26,145,77.1,77.7,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:27,146,77.2,77.6,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:28,147,77.3,77.8,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:29,148,77.4,77.8,81.9,81.5,1562,1562,83.4,84.5,85.2,87
10:30:30,149,77.3,77.9,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:31,150,77.4,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:32,151,77.3,77.9,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:30:33,152,77.2,77.9,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:34,153,77.2,77.9,81.8,81.5,1562,1562,83.3,84.4,85.2,86.9
10:30:35,154,77,78,81.8,81.5,1562,1562,83.3,84.5,85.3,87
10:30:36,155,76.9,78,81.9,81.5,1562,1562,83.3,84.5,85.2,86.9
10:30:37,156,76.8,78,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:30:38,157,76.8,78,81.9,81.6,1562,1562,83.4,84.4,85.2,86.9
10:30:39,158,76.8,78,81.8,81.6,1562,1562,83.3,84.5,85.2,86.9
10:30:40,159,76.7,77.9,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:30:41,160,76.6,77.9,81.9,81.5,1562,1562,83.3,84.5,85.3,87
10:30:42,161,76.8,77.7,81.8,81.5,1562,1562,83.3,84.4,85.2,87
10:30:43,162,76.8,77.9,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:44,163,76.6,77.9,81.9,81.5,1562,1562,83.4,84.5,85.2,86.9
10:30:45,164,76.6,78,81.9,81.6,1562,1562,83.3,84.7,85.3,87
10:30:46,165,76.6,78,81.9,81.6,1562,1562,83.3,84.4,85.2,87
10:30:47,166,76.8,77.8,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:48,167,76.8,78,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:49,168,76.9,77.7,82,81.6,1562,1562,83.4,84.7,85.3,87
10:30:50,169,77,77.7,81.8,81.5,1562,1562,83.3,84.5,85.3,87
10:30:51,170,77,77.7,81.9,81.7,1562,1562,83.3,84.5,85.3,87
10:30:52,171,77,77.6,81.9,81.6,1562,1562,83.3,84.5,85.2,87
10:30:53,172,77,77.6,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:54,173,77.1,77.5,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:55,174,77.1,77.4,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:56,175,77.2,77.4,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:57,176,77.1,77.4,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:30:58,177,77.2,77.4,81.8,81.5,1562,1562,83.3,84.4,85.2,87
10:30:59,178,77.2,77.3,81.8,81.5,1562,1562,83.3,84.5,85.2,86.9
10:31:00,179,77.3,77.2,81.9,81.5,1562,1562,83.3,84.5,85.3,87
10:31:01,180,77.2,77.2,81.9,81.6,1562,1562,83.4,84.5,85.3,87
10:31:02,181,77.2,77.2,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:03,182,77.1,77.2,82,81.6,1562,1562,83.3,84.5,85.3,87
10:31:04,183,77,77.2,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:05,184,76.9,77.4,81.9,81.6,1562,1562,83.3,84.7,85.3,87
10:31:06,185,77,77.3,81.9,81.6,1562,1562,83.4,84.5,85.3,87
10:31:07,186,76.8,77.3,81.9,81.6,1562,1562,83.3,84.7,85.3,87
10:31:08,187,76.9,77.4,81.9,81.6,1562,1562,83.3,84.7,85.3,87
10:31:09,188,76.9,77.4,81.9,81.6,1562,1562,83.4,84.5,85.3,87
10:31:10,189,77,77.6,81.9,81.6,1562,1562,83.4,84.5,85.2,86.9
10:31:11,190,77,77.6,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:12,191,77.1,77.5,82,81.6,1562,1562,83.4,84.5,85.3,87
10:31:13,192,77,77.4,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:14,193,77.1,77.5,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:31:15,194,76.8,77.5,81.9,81.7,1562,1562,83.4,84.5,85.3,87
10:31:16,195,76.9,77.5,81.9,81.6,1562,1562,83.3,84.7,85.3,87
10:31:17,196,76.7,77.6,81.9,81.5,1562,1562,83.3,84.5,85.3,87
10:31:18,197,76.7,77.6,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:31:19,198,76.8,77.6,81.9,81.6,1562,1562,83.4,84.7,85.3,87
10:31:20,199,76.8,77.6,81.8,81.6,1562,1562,83.3,84.7,85.3,87
10:31:21,200,76.9,77.6,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:22,201,76.9,77.6,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:31:23,202,77,77.7,81.9,81.6,1562,1562,83.4,84.4,85.2,87
10:31:24,203,77.1,77.7,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:25,204,77.1,77.8,81.9,81.6,1562,1562,83.3,84.5,85.3,87.1
10:31:26,205,77.2,77.8,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:31:27,206,77.2,77.7,81.8,81.6,1562,1562,83.4,84.7,85.3,87
10:31:28,207,77.3,77.7,81.8,81.6,1562,1562,83.4,84.5,85.3,87.1
10:31:29,208,77.2,77.6,81.8,81.6,1562,1562,83.4,84.5,85.3,87
10:31:30,209,77.2,77.6,81.9,81.5,1562,1562,83.3,84.5,85.3,87
10:31:31,210,77,77.7,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:31:32,211,77.1,77.7,81.8,81.6,1562,1562,83.4,84.5,85.3,87
10:31:33,212,76.9,77.7,81.8,81.7,1562,1562,83.4,84.5,85.3,87
10:31:34,213,76.8,77.6,81.9,81.6,1562,1562,83.4,84.5,85.3,87
10:31:35,214,76.9,77.6,81.8,81.7,1562,1562,83.4,84.5,85.3,87.1
10:31:36,215,76.8,77.7,81.9,81.6,1562,1562,83.4,84.5,85.3,87
10:31:37,216,76.9,77.7,81.8,81.6,1562,1562,83.4,84.7,85.3,87
10:31:38,217,76.9,77.8,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:39,218,77,77.8,81.8,81.6,1562,1562,83.4,84.5,85.3,87.1
10:31:40,219,77.1,77.9,81.8,81.6,1562,1562,83.3,84.5,85.3,87
10:31:41,220,77.2,77.8,81.9,81.6,1562,1562,83.4,84.5,85.3,87.1
10:31:42,221,77.2,77.7,81.9,81.6,1562,1562,83.3,84.5,85.3,87
10:31:43,222,77.3,77.8,82,81.7,1562,1562,83.3,84.7,85.3,87
10:31:44,223,77.3,77.8,81.9,81.7,1562,1562,83.3,84.5,85.3,87.1
10:31:45,224,77.2,77.6,81.9,81.6,1562,1562,83.4,84.5,85.3,87.1
10:31:46,225,77.1,77.6,81.9,81.6,1562,1562,83.4,84.7,85.4,87.1
10:31:47,226,77.1,77.8,81.9,81.6,1562,1562,83.4,84.7,85.3,87
10:31:48,227,77,77.8,81.9,81.6,1562,1562,83.3,84.5,85.3,87.1
10:31:49,228,77,77.7,81.9,81.7,1562,1562,83.3,84.7,85.3,87
10:31:50,229,77,77.8,82,81.6,1562,1562,83.4,84.7,85.4,87.1
10:31:51,230,76.9,77.6,81.8,81.6,1562,1562,83.3,84.5,85.3,87.1
10:31:52,231,76.9,77.7,81.9,81.6,1562,1562,83.3,84.7,85.4,87.1
10:31:53,232,77,77.5,81.9,81.6,1562,1562,83.4,84.7,85.3,87.1
10:31:54,233,76.9,77.7,81.9,81.7,1562,1562,83.4,84.5,85.3,87.1
10:31:55,234,77,77.7,81.8,81.5,1562,1562,83.3,84.7,85.3,87.1
10:31:56,235,77,77.7,81.9,81.7,1562,1562,83.4,84.5,85.3,87.1
10:31:57,236,76.9,77.7,81.9,81.7,1562,1562,83.3,84.7,85.4,87.1
10:31:58,237,76.8,77.7,81.9,81.7,1562,1562,83.4,84.5,85.3,87.1
10:31:59,238,76.6,77.6,81.9,81.6,1562,1562,83.4,84.7,85.4,87.1
10:32:00,239,76.7,77.5,81.8,81.7,1562,1562,83.4,84.7,85.4,87.1
10:32:01,240,76.7,77.5,82,81.6,1562,1562,83.4,84.7,85.4,87.1
10:32:02,241,76.6,77.5,81.9,81.7,1562,1562,83.4,84.8,85.4,87.2
10:32:03,242,76.6,77.3,81.9,81.6,1562,1562,83.4,84.7,85.3,87.1
10:32:04,243,76.4,77.2,81.8,81.5,1562,1562,83.4,84.5,85.3,87
